ID;Pengguna;Produk;Rating;Label;Ulasan;File Gambar
1037;T***z;SEPATU FUTSAL ORTUSEIGHT SEED IN - BLACK/TOSCAVarian: 41;4;Netral;mudah2n awet.. ;
1042;a***l;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL Jogosala Shockwave (White Gold);5;Positif;barang bagus sesuai dengan pesanan;
1043;T***o;SEPATU LARI/RUNNING ORTUSEIGHT HYPERBLAST - WHITE ORTRANGE CYAN;5;Positif;Tidak ada ulasan;gambar_produk_baru/produk_197_0.webp
1044;Yudhistira;SEPATU BOLA ORTUSEIGHT CATALYST LEGION V4 FG - SILVER/BLACKVarian: 39;5;Positif;sempet salah nomer tp bisa di tukar di toko cabang.. overall mantaap Produk sesuai Ekspektasi;
1046;Thynk;SEPATU SNEAKERS ORTUSEIGHT 100% ORIGINAL ALPHA (Grey Ortrange);5;Positif;saya suka 👍🏻;
1047;a***l;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL Jogosala Shockwave (White Gold);5;Positif;barang bagus sesuai dengan pesanan;
1054;Dinto;KAUS KAKI SOCKS ORTUSEIGHT QUIVER FB SOCKS ( 100% ORIGINAL )Varian: Putih;2;Netral;Tidak ada ulasan;
1057;Yudha;SEPATU BOLA ORTUSEIGHT 100% ORIGINAL Mirage FG (Deep Blue);5;Positif;barang bagus, sesuai deskripsi, seller sangat ramah dan fast response.. recommended seller..;gambar_produk_baru/produk_234_1.webp
1059;n***r;INSOLE SEPATU ALAS KAKI SEPATU INSOLE BREATHABLE MUNICH(100% ORIGINAL)Varian: BLACK YELLOW - 39;1;Negatif;salah size, pesan 45 yang datang 39;
1066;A***s;SEPATU RUNNING PUMA DEVIATE NITRO 3 FADE - SUN STREAM/SUNSET GLOW/PUMA WHITEVarian: 95;1;Negatif;Sudah bilang 3x k Seller buat confirm sizenya, masih aja salah kirim.;
1079;DEnny;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL JOGOSALA NUTMEG-OFF WHITE CAMOVarian: Putih - 42;4;Netral;Enak spatunya emang kalau bahan mesh dan warna putih jadi cepet kotor pelaynan juga oke;gambar_produk_baru/produk_90_1.webp
1082;DEnny;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL JOGOSALA NUTMEG-OFF WHITE CAMOVarian: Putih - 42;4;Netral;Enak spatunya emang kalau bahan mesh dan warna putih jadi cepet kotor pelaynan juga oke;gambar_produk_baru/produk_124_1.webp
1087;S***a;SEPATU FUTSAL ORTUSEIGHT FORTE SOLSTICE IN -WHITE TEAL BLUEVarian: WHITE TEAL BLUE - 43;5;Positif;Tidak ada ulasan;
1090;A***n;DEKER Shin Pads Bola / Futsal ORTUSEIGHT 100% ORIGINAL (3 Pilihan)Varian: BLACK - M;3;Netral;respon nya lama untuk mengirim barang;
1092;Irfanajiprabowo;SEPATU SNEAKERS ORTUSEIGHT 100% ORIGINAL HARVARD (Black White)Varian: BLACK WHITE - 46;3;Netral;kurang empuk tp oke lah secara sirkulasi;
1092;a***i;SEPATU FUTSAL ORTUSEIGHT ZENITH IN - VORTEX BLUE WHITEVarian: 43;5;Positif;💯💯💯🔥manyala abangku;gambar_produk_baru/produk_161_6.jpg
1096;De;SEPATU FUTSAL ORTUSEIGHT JOGOSALA VANQUISH IN - AIR FORCE BLUE/CAMOVarian: 41;5;Positif;Tidak ada ulasan;gambar_produk_baru/produk_193_6.jpg
1109;Tresna;SEPATU BADMINTON YONEX MACH - NIGHTSHADOW/HONEY MUSTARDVarian: 42;4;Netral;respon cepat .. pengiriman agak lambat .. untuk kualitas barang oke ..  Harga Bersaing 🤑 Produk sesuai Ekspektasi;
1110;Dimas;SEPATU FUTSAL ORTUSEIGHT JOGOSALA NUTMEG IN - Black CamoVarian: 42;5;Positif;cakep bat sumpah;
1121;Fatir;KAOS KAKI SOCKS ORTUSEIGHT Helios FG 100% ORIGINAL (Black White);5;Positif;Tidak ada ulasan;
1124;Saiful;SEPATU BOLA ORTUSEIGHT 100% ORIGINAL CATALYST MERCURY FG (Aqua Teal);5;Positif;Barang sampe tujuan mamuaskan;
1128;Gunardi;KAOS KAKI SOCKS ORTUSEIGHT Helios FG 100% ORIGINAL (White Grey) JuniorVarian: WHITE GREY;5;Positif;Tidak ada ulasan;gambar_produk_baru/produk_156_9.webp
1129;Z***m;SEPATU RUNNING 910 100% ORIGINAL FUUTO ACCEL (Blue Black);3;Netral;sepatu bagus, pengiriman cepat, ,cm kalau warna kalau mmg tidak ada mending tak usah di post....tangkyu ranks sport;gambar_produk_baru/produk_30_0.webp
1136;F***n;SEPATU RUNNING ADIDAS GALAXY 6 OM - HP6642Varian: 75;4;Netral;Sesuai deskripsi. Hanya saja yang dikirim itu outsolnya kotor seperti bekas dipakai. Mungkin unit display. Saya beli untuk hadiah jd perlu dibersihkan dulu.;
1143;aditya;SARUNG TANGAN KIPER REUSCH GK GLOVES ATTRAKT SD 7083 (Black);5;Positif;jangankan bintang 5 kl ada bintang 10 gw pencet , dari chat sampe terima barang kurang dari 5 jam, top dah recomended;
1158;Dedi;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL VANTAGE IN (White Black);2;Netral;Kualitas dri sepatunya jelek banget, jika dibandingkan dengan harganya;
1158;febbi;SEPATU FUTSAL NIKE LEGEND 9 CLUB IC - BLACK DA1189-001 (100% ORIGINAL)Varian: BLACK - 40;5;Positif;Sol nya keras, mungkin karena pertama kali;
1160;H***y;SEPATU RUNNING ORTUSEIGHT x MARVEL SYMBIOTE - BLACK CAMOVarian: 42;5;Positif;Tidak ada ulasan;
1161;A***y;SEPATU SNEAKERS RUNNING ORTUSEIGHT 100% ORIGINAL Invaders (Grey);3;Netral;Bahan bagus, & nyaman di pakai, tp agak kecewa tinggi spatu ko ngga balance sama pasangannya,, jadi kurang enak dilihat ,, ;
1162;Imran;Sepatu Futsal Adidas COPA 20.4 IN - Black Oranye (100% ORIGINAL);4;Netral;stok ridak sesuai yang ada di deskripsi;gambar_produk_baru/produk_98_9.webp
1164;T***z;SEPATU FUTSAL ORTUSEIGHT SEED IN - BLACK/TOSCAVarian: 41;4;Netral;mudah2n awet.. ;
1165;H***n;SEPATU FUTSAL ORTUSEIGHT INFERNO IN - CYAN YELLOW (100% ORIGINAL);4;Netral;barangnya sesuai pss juga, tapi di pscking nya kalau bisa pakai agak bagus juga soalnya sampe rusak dus nya;gambar_produk_baru/produk_113_0.webp
1166;H;KAOS KAKI ORTUSEIGHT HELIOS MID FB SOCKSVarian: Hitam;5;Positif;Sesuai Ukuran Bahan Nyaman Gol 👍;gambar_produk_baru/produk_200_9.jpg
1167;Abdul;SEPATU FUTSAL ORTUSEIGHT JOGOSALA VENOM IN - WHITE RED (100% ORIGINAL)Varian: Putih - 42;3;Netral;barang lama sampai;
1168;De;SEPATU FUTSAL ORTUSEIGHT JOGOSALA VANQUISH IN - AIR FORCE BLUE/CAMOVarian: 41;5;Positif;Tidak ada ulasan;gambar_produk_baru/produk_179_6.jpg
1170;I***a;Kaos kaki Pendek OrtusEight Hyperfuse RN Finger Socks (100% ORIGINAL);5;Positif;Sudah dicoba, cocok untuk size 39 - 41, untuk kaki size 43 silakan pilih opsi yang lain..;
1178;Tresna;SEPATU BADMINTON YONEX MACH - NIGHTSHADOW/HONEY MUSTARDVarian: 42;4;Netral;respon cepat .. pengiriman agak lambat .. untuk kualitas barang oke ..  Harga Bersaing 🤑 Produk sesuai Ekspektasi;
1179;P***o;TAS SEPATU ORTUSEIGHT LOGO 100% ORIGINAL (Black White)Varian: BLACK WHITE;3;Netral;item tdk sesuai gambar,   gak ada lobang udara bawahnya.;gambar_produk_baru/produk_33_7.webp
1179;A***d;SEPATU SNEAKERS ORTUSEIGHT 100% ORIGINAL HARVARD (Full Black)Varian: 40;5;Positif;harga ok, kualitaa bagus. next bakal beli lagi disini;gambar_produk_baru/produk_174_6.jpg
1209;B***a;SEPATU FUTSAL X MUNICH ONE INDOOR 54 - RED GREYVarian: 39;4;Netral;Bagus, dapet bonus sandal juga. Tapi sayang saya beli salah ukuran (terlalu sempit) & gabisa tuker size. Jadi ga kepake deh sepatunya. 🙂;
1209;A***a;SEPATU RUNNING ORTUSEIGHT HYPERDRIVE 2.1 - WHITE/AQUA/CYANVarian: 41;5;Positif;Kereeeeen makan Nasi Padang;gambar_produk_baru/produk_162_8.jpg
1209;Haris;KAOS KAKI SOCKS ORTUSEIGHT Helios FG 100% ORIGINAL (Black White);5;Positif;kaos kakinya bagus, sesuai gambar dan tebal 👍;gambar_produk_baru/produk_247_0.jpg
1227;M***i;SEPATU FUTSAL X MUNICH PRISMA 29Varian: 40;4;Netral;Bagus;
1229;J***a;SEPATU RUNNING ORTUSEIGHT HYPERSONIC 1.3 - OFF WHITE/ORTRANGEVarian: 42;3;Netral;Barang OK, walaupun ada kotor sedikit ntah karena apa. Namun tali nya cuman dapat satu. Setahu saya harus nya dapat 2 tali.;
1235;B***n;SEPATU BOLA ORTUSEIGHT CATALYST VISION V4 FG K-LEA - OFF WHITEVarian: 42;3;Netral;Barang sampe tapi box nya penyok parah bangettt🥲;gambar_produk_baru/produk_56_0.jpg
1237;Y***4;SEPATU BOLA MEMPHIS FG - WHITE/BLACK/BLUEVarian: 40;4;Netral;Lem ada yang lepas, sama Miss paint;
1238;Ramadhani;SEPATU FUTSAL MUNICH ONE INDOOR 51 - ORANGEVarian: 41;4;Netral;kualitas jempolan,;
1240;Y***f;SEPATU RUNNING ORTUSEIGHT HYPERGLIDE 3.0 - CASTELLON GREEN/NEONVarian: 46;5;Positif;Josssss, mantap . Selamat sampai tujuan;gambar_produk_baru/produk_163_0.jpg
1247;Dimas;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL Blizzard IN (Black);3;Netral;Memuaskan semoga sepatunya tahan lama 😊;gambar_produk_baru/produk_58_9.webp
1252;R***y;SEPATU FUTSAL ORTUSEIGHT JOGOSALA VANQUISH - ORTRED/CAMOVarian: 42;4;Netral;Tidak ada ulasan;gambar_produk_baru/produk_131_8.jpg
1268;A***e;SEPATU LARI/RUNNING ORTUSEIGHT HYPERBLAST 2.0 - WHITE/CYANVarian: 44;3;Netral;terlalu tinggi ekspektasi si;
1272;fikrie;PELINDUNG LUTUT ORTUSEIGHT OLIMPICO KNEE PAD - BLACK;3;Netral;Tidak ada ulasan;
1275;S***a;SEPATU FUTSAL ORTUSEIGHT FORTE SOLSTICE IN -WHITE TEAL BLUEVarian: WHITE TEAL BLUE - 43;5;Positif;Tidak ada ulasan;
1277;M***h;SEPATU SNEAKERS ORTUSEIGHT REVERE - WHITE/CARBON/ORTRANGEVarian: 42;3;Netral;yang kanan kayak bekas display lumayan parah yellowingnya;gambar_produk_baru/produk_44_6.jpg
1279;B***a;SEPATU FUTSAL X MUNICH ONE INDOOR 54 - RED GREYVarian: 39;4;Netral;Bagus, dapet bonus sandal juga. Tapi sayang saya beli salah ukuran (terlalu sempit) & gabisa tuker size. Jadi ga kepake deh sepatunya. 🙂;
1283;Y***h;Kaos kaki Ortuseight Matrix Socks L (100% ORIGINAL)Varian: Putih;5;Positif;Nyaman digunakan;gambar_produk_baru/produk_145_1.webp
1287;eGol;SEPATU RUNNING ORTUSEIGHT HYPERGLIDE 3.0 - SHOCKING PINK/CYANVarian: 41;3;Netral;Pengiriman sangat lama!;gambar_produk_baru/produk_59_8.webp
1293;Tresna;SEPATU BADMINTON YONEX MACH - NIGHTSHADOW/HONEY MUSTARDVarian: 42;4;Netral;respon cepat .. pengiriman agak lambat .. untuk kualitas barang oke ..  Harga Bersaing 🤑 Produk sesuai Ekspektasi;
1304;H***i;SEPATU RUNNING ASICS NOVABLAST 5 - GREYISH PURPLE/CORAL REEFVarian: 11;3;Netral;1. plastik, no bubble, langsung dus sepatu = penyok.;
1306;desti;SEPATU SNEAKERS ORTUSEIGHT 100% ORIGINAL Phyton (Black White)Varian: BLACK WHITE - 41;3;Netral;pada saat masuk ke sepatu agak susah dan butuh effort yg luar biasa;gambar_produk_baru/produk_48_3.jpg
1307;Ramadhani;SEPATU FUTSAL MUNICH ONE INDOOR 51 - ORANGEVarian: 41;4;Netral;kualitas jempolan,;
1310;Imran;Sepatu Futsal Adidas COPA 20.4 IN - Black Oranye (100% ORIGINAL);4;Netral;stok ridak sesuai yang ada di deskripsi;gambar_produk_baru/produk_114_9.webp
1311;D***m;SENDAL ADIDAS ADILETE AQUA - BLACK GOLDVarian: 42;4;Netral;Barang ok, sizeny agak kekecilan;
1314;D***o;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL Mirage IN (Black Gold)Varian: BLACK GOLD - 41;1;Negatif;lotnok;
1316;B***n;SEPATU BOLA ORTUSEIGHT CATALYST VISION V4 FG K-LEA - OFF WHITEVarian: 42;3;Netral;Barang sampe tapi box nya penyok parah bangettt🥲;gambar_produk_baru/produk_53_0.jpg
1316;R***i;SEPATU BOLA ORTUSEIGHT FORTE SAVAGE V2 FG - CITREAVarian: 39;5;Positif;mantap boskuuuuuuu;
1326;Yudha;SEPATU BOLA ORTUSEIGHT 100% ORIGINAL Mirage FG (Deep Blue);5;Positif;barang bagus, sesuai deskripsi, seller sangat ramah dan fast response.. recommended seller..;gambar_produk_baru/produk_233_1.webp
1336;T***o;SEPATU LARI/RUNNING ORTUSEIGHT HYPERBLAST - WHITE ORTRANGE CYAN;5;Positif;Tidak ada ulasan;gambar_produk_baru/produk_181_0.webp
1344;B***a;SEPATU FUTSAL X MUNICH ONE INDOOR 54 - RED GREYVarian: 39;4;Netral;Bagus, dapet bonus sandal juga. Tapi sayang saya beli salah ukuran (terlalu sempit) & gabisa tuker size. Jadi ga kepake deh sepatunya. 🙂;
1344;*****;SEPATU BOLA ORTUSEIGHT IGNITE FG - ORTRED/WHITEVarian: 40;4;Netral;Tidak ada ulasan;gambar_produk_baru/produk_129_2.jpg
1346;Vincensius;SEPATU RUNNING ORTUSEIGHT HYPERBLAST ENCORE SL - WINTER WHITEVarian: 39;3;Netral;sory bro bintangnya segini aja baru sadar sepatunya kotor setelah dibuka,kayanya ini barang display yg dijual;
1348;Ramadhani;SEPATU FUTSAL MUNICH ONE INDOOR 51 - ORANGEVarian: 41;4;Netral;kualitas jempolan,;
1356;H***n;SEPATU FUTSAL ORTUSEIGHT INFERNO IN - CYAN YELLOW (100% ORIGINAL);4;Netral;barangnya sesuai pss juga, tapi di pscking nya kalau bisa pakai agak bagus juga soalnya sampe rusak dus nya;gambar_produk_baru/produk_109_0.webp
1357;Ramadhani;SEPATU FUTSAL MUNICH ONE INDOOR 51 - ORANGEVarian: 41;4;Netral;kualitas jempolan,;
1359;DEnny;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL JOGOSALA NUTMEG-OFF WHITE CAMOVarian: Putih - 42;4;Netral;Enak spatunya emang kalau bahan mesh dan warna putih jadi cepet kotor pelaynan juga oke;gambar_produk_baru/produk_118_1.webp
1360;Budi;Kaos kaki Ortuseight Matrix Socks L (100% ORIGINAL)Varian: Putih;5;Positif;barang bagus cuma dr pengiriman agak lama;gambar_produk_baru/produk_216_5.webp
1361;Dwisetyadi;INSOLE SEPATU ALAS KAKI SEPATU INSOLE BREATHABLE MUNICH(100% ORIGINAL)Varian: BLACK YELLOW - 40;4;Netral;respon cepat. barang sesuai pesanan. tapi setelah di pakai. B aja sih. hehehe;gambar_produk_baru/produk_68_4.webp
1363;Iwan;SEPATU SNEAKERS ORTUSEIGHT BRISTOL 1.2 - ASH GREYVarian: 43;4;Netral;respon seller & pengiriman OK. kotak packaging nyampe penyok2, tp siapa jg yg butuh klo isinya msh bagus mulus 😁 Tampilan sepatu bagus, ga kelihatan aneh. lumayan ke...;gambar_produk_baru/produk_75_8.jpg
1372;Febrian;SEPATU FUTSAL ORTUSEGHT JOGOSALA ULTIMA - GREY/LIME/CYANVarian: 40;5;Positif;good;
1374;Nanang;SEPATU BADMINTON YONEX DOMINANT - VOLT GUNMETALVarian: 41;5;Positif;sepatunya ori bagus sekali!!! udah gitu harganya murah  banget!  hatur nuhun pisan! ;
1378;B***a;SEPATU FUTSAL X MUNICH ONE INDOOR 54 - RED GREYVarian: 39;4;Netral;Bagus, dapet bonus sandal juga. Tapi sayang saya beli salah ukuran (terlalu sempit) & gabisa tuker size. Jadi ga kepake deh sepatunya. 🙂;
1382;E***y;BOLA FUTSAL Ortuseight 100% ORIGINAL LIGHTNING FS BALL (White Ortrang);3;Netral;low bounce tapi tebal...;
1387;T***i;SEPATU RUNNING ORTUSEIGHT HYPERGLIDE 2.0 - CYAN/ORTRED/WHITEVarian: 44;5;Positif;Mantap kece abis, tapi sayang yang SE abis jadi terpaksa😩;gambar_produk_baru/produk_203_0.webp
1388;febbi;SEPATU FUTSAL NIKE LEGEND 9 CLUB IC - BLACK DA1189-001 (100% ORIGINAL)Varian: BLACK - 40;5;Positif;Sol nya keras, mungkin karena pertama kali;
1395;Anugraha;SEPATU RUNNING ORTUSEIGHT HYPERGLIDE 3.0 - WHITE/ORTRED/NAVYVarian: 43;5;Positif;mantap;gambar_produk_baru/produk_155_8.webp
1411;Tresna;SEPATU BADMINTON YONEX MACH - NIGHTSHADOW/HONEY MUSTARDVarian: 42;4;Netral;respon cepat .. pengiriman agak lambat .. untuk kualitas barang oke ..  Harga Bersaing 🤑 Produk sesuai Ekspektasi;
1411;pipit;jaket parasut ortuseight catalyst wind breaker- black (100% ORIGINAL);5;Positif;barang original sesuai ekspektasi ;
1414;S***I;SEPATU FUTSAL ORTUSEIGHT CATALYST LEGION V3 IN - NAVY/BLACK/ORTRANGEVarian: 41;4;Netral;Desainya bagus..nyaman dipakai...;gambar_produk_baru/produk_132_1.jpg
1415;Mulyono;SEPATU RUNNING ORTUSEIGHT HYPERBLAST ENCORE - AQUAMARINEVarian: 40;2;Netral;sebelah kanan kotor seperti bekas di pakay pakay orang;
1416;R***y;SEPATU FUTSAL ORTUSEIGHT JOGOSALA VANQUISH - ORTRED/CAMOVarian: 42;4;Netral;Tidak ada ulasan;gambar_produk_baru/produk_137_8.jpg
1420;Wahyu;SEPATU BOLA ORTUSEIGHT CATALYST VISION V4 FG K-LEA - BLACKVarian: 41;1;Negatif;Barang palsu sepertinya, baru dipakai sekali sudah lepas,dan insole yg sangat tipis;
1426;S***I;SEPATU FUTSAL ORTUSEIGHT CATALYST LEGION V3 IN - NAVY/BLACK/ORTRANGEVarian: 41;4;Netral;Desainya bagus..nyaman dipakai...;gambar_produk_baru/produk_131_1.jpg
1426;febbi;SEPATU FUTSAL NIKE LEGEND 9 CLUB IC - BLACK DA1189-001 (100% ORIGINAL)Varian: BLACK - 40;5;Positif;Sol nya keras, mungkin karena pertama kali;
1428;M***n;SEPATU SNEAKERS ORTUSEIGHT 100% ORIGINAL HARVARD (Black White)Varian: BLACK WHITE - 40;5;Positif;ok mantap barang sesuai dengan harga,terimakasih kak,semoga lancar rejekinya berlimpah limpah;gambar_produk_baru/produk_170_1.jpg
1439;Fatir;KAOS KAKI SOCKS ORTUSEIGHT Helios FG 100% ORIGINAL (Black White);5;Positif;Tidak ada ulasan;
1441;DEnny;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL JOGOSALA NUTMEG-OFF WHITE CAMOVarian: Putih - 42;4;Netral;Enak spatunya emang kalau bahan mesh dan warna putih jadi cepet kotor pelaynan juga oke;gambar_produk_baru/produk_84_1.webp
1441;Erick;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL LEGION IN (Black RainBow);5;Positif;Mantaaap;
1449;Yudhistira;SEPATU BOLA ORTUSEIGHT CATALYST LEGION V4 FG - SILVER/BLACKVarian: 39;5;Positif;sempet salah nomer tp bisa di tukar di toko cabang.. overall mantaap Produk sesuai Ekspektasi;
1453;M***n;SEPATU SNEAKERS ORTUSEIGHT 100% ORIGINAL HARVARD (Black White)Varian: BLACK WHITE - 40;5;Positif;ok mantap barang sesuai dengan harga,terimakasih kak,semoga lancar rejekinya berlimpah limpah;gambar_produk_baru/produk_173_1.jpg
1455;f***y;INSOLE SEPATU ALAS KAKI SEPATU INSOLE BREATHABLE MUNICH(100% ORIGINAL)Varian: BLACK YELLOW - 43;5;Positif;cocok untuk sepatu2 yg insolenya kurang empuk  kyk vans saya;gambar_produk_baru/produk_225_9.webp
1464;F***n;SEPATU RUNNING ADIDAS GALAXY 6 OM - HP6642Varian: 75;4;Netral;Sesuai deskripsi. Hanya saja yang dikirim itu outsolnya kotor seperti bekas dipakai. Mungkin unit display. Saya beli untuk hadiah jd perlu dibersihkan dulu.;
1470;Saiful;SEPATU BOLA ORTUSEIGHT 100% ORIGINAL CATALYST MERCURY FG (Aqua Teal);5;Positif;Barang sampe tujuan mamuaskan;
1473;devi;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL SALE / DISCOUNT MURAH Mix1;3;Netral;Warna kurang sesuai foto, produk asli warna lbh tua. Jahitan kurang rapi di bbrp bagian. Kurang worth it utk harga yg hampir 400rb. Seller siy responsif, packaging jg rap...;
1477;Galih;SEPATU FUTSAL ORTUSEIGHT HORIZON IN - AQUA LIME WHITE;5;Positif;Tidak ada ulasan;
1479;P***o;SEPATU SNEAKERS ORTUSEIGHT 100% ORIGINAL Phyton (Navy Ortrange);4;Netral;Lemnya cukup rapi.. sesuai deskripsi;gambar_produk_baru/produk_63_4.webp
1481;D***m;SENDAL ADIDAS ADILETE AQUA - BLACK GOLDVarian: 42;4;Netral;Barang ok, sizeny agak kekecilan;
1483;B***a;SEPATU FUTSAL X MUNICH ONE INDOOR 54 - RED GREYVarian: 39;4;Netral;Bagus, dapet bonus sandal juga. Tapi sayang saya beli salah ukuran (terlalu sempit) & gabisa tuker size. Jadi ga kepake deh sepatunya. 🙂;
1485;Mochamad;SEPATU FUTSAL ORTUSEIGHT JOGOSALA VANQUISH IN - AIR FORCE BLUE/CAMOVarian: 45;5;Positif;Sesuai pesanan dan deskripsi, terima kasih yaa;gambar_produk_baru/produk_147_0.jpg
1487;S***a;SEPATU FUTSAL ORTUSEIGHT FORTE SOLSTICE IN -WHITE TEAL BLUEVarian: WHITE TEAL BLUE - 43;5;Positif;Tidak ada ulasan;
1491;Muhammad;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL FORTE LUMINARE IN (White);5;Positif;terima kasih,mantap sesuai;
1492;I***n;SEPATU FUTSAL ZETHRO 100% ORIGINAL Alfa 2.0 Sintetic IN (White);3;Netral;Mohon tuk lebih teliti lagi yah gan. Bukan masalah harga murah atau apalah tp kepercayan pembeli itu sangat penting. Sukses terus yah gan;
1493;Erick;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL LEGION IN (Black RainBow);5;Positif;Mantaaap;
1494;Ramadhani;SEPATU FUTSAL MUNICH ONE INDOOR 51 - ORANGEVarian: 41;4;Netral;kualitas jempolan,;
1500;P***a;SEPATU FUTSAL ADIDAS X CRAZYFAST.3 IN - ID9343Varian: 9;1;Negatif;ukuran 43 adidas selalu pas dan cocok biasanya, tapi pertama kali beli di toko ini adidas size 43 dari sejak beli sampai sekarang selalu sakit kalau dipakai, kekecilan, s...;
1502;DEnny;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL JOGOSALA NUTMEG-OFF WHITE CAMOVarian: Putih - 42;4;Netral;Enak spatunya emang kalau bahan mesh dan warna putih jadi cepet kotor pelaynan juga oke;gambar_produk_baru/produk_106_1.webp
1508;E***n;SEPATU FUTSAL ORTUSEIGHT 100% ORIGINAL Mirage IN (Black Gold);4;Netral;belum dicoba, semoga sesuai dengan kualitas nya;gambar_produk_baru/produk_68_6.jpg
1509;*****;SEPATU BOLA ORTUSEIGHT IGNITE FG - ORTRED/WHITEVarian: 40;4;Netral;Tidak ada ulasan;gambar_produk_baru/produk_138_2.jpg
1511;Suryatna;SEPATU SNEAKERS ORTUSEIGHT 100% ORIGINAL Phyton (Black White)Varian: BLACK WHITE - 43;1;Negatif;sepatu kaga enak dpakai alias keras kaga nyaman dpakai;
1511;M***d;SEPATU BOLA ORTUSEIGHT CATALYST VISION V4 FG K-LEA - OFF WHITEVarian: 41;5;Positif;cakepss, size juga pas dikaki;gambar_produk_baru/produk_161_5.jpg
1516;Tresna;SEPATU BADMINTON YONEX MACH - NIGHTSHADOW/HONEY MUSTARDVarian: 42;4;Netral;respon cepat .. pengiriman agak lambat .. untuk kualitas barang oke ..  Harga Bersaing 🤑 Produk sesuai Ekspektasi;
1516;Y***i;SEPATU LARI/RUNNING ORTUSEIGHT HYPERDRIVE 2.0 - MAROON//NAVY/WHITEVarian: 42;5;Positif;barang sudah sampai tp belum di coba dan bonus micro sd untuk memori sepatunya;gambar_produk_baru/produk_220_1.jpg
1519;De;Kaos kaki Ortuseight Rapid Socks A (100% ORIGINAL)Varian: GREY;5;Positif;Tidak ada ulasan;gambar_produk_baru/produk_192_8.jpg
1519;Galih;SEPATU FUTSAL ORTUSEIGHT HORIZON IN - AQUA LIME WHITE;5;Positif;Tidak ada ulasan;
1519;febbi;SEPATU FUTSAL NIKE LEGEND 9 CLUB IC - BLACK DA1189-001 (100% ORIGINAL)Varian: BLACK - 40;5;Positif;Sol nya keras, mungkin karena pertama kali;
1523;S***a;SEPATU RUNNING SNEAKERS 910 100% ORIGINAL GEIST EKIDEN (Black Blue);2;Netral;biasa pakai ukuran 43, tp yg ini koq sempit?!;
1525;Dimas;SEPATU FUTSAL ORTUSEIGHT JOGOSALA NUTMEG IN - Black CamoVarian: 42;5;Positif;cakep bat sumpah;
1534;De;SEPATU FUTSAL ORTUSEIGHT JOGOSALA VANQUISH IN - AIR FORCE BLUE/CAMOVarian: 41;5;Positif;Tidak ada ulasan;gambar_produk_baru/produk_178_6.jpg
